gene	sample	TPM
APOBEC3A	MCI-9-Basal	59.6
APOBEC3A	MCI-9-IFNb	10646.76
APOBEC3A	MCI-9-LPS	1129.07
APOBEC3A	PD-1-Basal	33.79
APOBEC3A	PD-1-IFNb	5656.13
APOBEC3A	PD-1-LPS	46.39
APOBEC3A	PD-10-Basal	92.7
APOBEC3A	PD-10-IFNb	8592.48
APOBEC3A	PD-10-LPS	342.04
APOBEC3A	PD-11-Basal	19.79
APOBEC3A	PD-11-IFNb	9244.1
APOBEC3A	PD-11-LPS	82.04
APOBEC3A	PD-2-Basal	55.74
APOBEC3A	PD-2-IFNb	11630.31
APOBEC3A	PD-2-LPS	145.21
APOBEC3A	PD-3-Basal	117.62
APOBEC3A	PD-3-IFNb	9447.25
APOBEC3A	PD-3-LPS	334.54
APOBEC3A	PD-4-Basal	18.22
APOBEC3A	PD-4-IFNb	8616.78
APOBEC3A	PD-4-LPS	25.86
APOBEC3A	PD-5-Basal	76.49
APOBEC3A	PD-5-IFNb	10618.59
APOBEC3A	PD-5-LPS	486.28
APOBEC3A	PD-6-Basal	48.06
APOBEC3A	PD-6-IFNb	8501.07
APOBEC3A	PD-6-LPS	633.39
APOBEC3A	PD-7-Basal	361.53
APOBEC3A	PD-7-IFNb	9771.79
APOBEC3A	PD-7-LPS	973.91
APOBEC3A	PD-8-Basal	244.18
APOBEC3A	PD-8-IFNb	9913.7
APOBEC3A	PD-8-LPS	429.46
APOBEC3A	PD-9-Basal	54.73
APOBEC3A	PD-9-IFNb	7696.38
APOBEC3A	PD-9-LPS	306.07
APOBEC3A	YC-1-Basal	39.95
APOBEC3A	YC-1-IFNb	5895.74
APOBEC3A	YC-1-LPS	62.18
APOBEC3A	YC-10-Basal	40.12
APOBEC3A	YC-10-IFNb	9143.88
APOBEC3A	YC-10-LPS	315.66
APOBEC3A	YC-11-Basal	30.64
APOBEC3A	YC-11-IFNb	9317.42
APOBEC3A	YC-11-LPS	295.55
APOBEC3A	YC-2-Basal	21.96
APOBEC3A	YC-2-IFNb	7672.7
APOBEC3A	YC-2-LPS	16.67
APOBEC3A	YC-3-Basal	29.15
APOBEC3A	YC-3-IFNb	7865.55
APOBEC3A	YC-3-LPS	636.13
APOBEC3A	YC-4-Basal	1501.99
APOBEC3A	YC-4-IFNb	9726.57
APOBEC3A	YC-4-LPS	1153.34
APOBEC3A	YC-5-Basal	169.08
APOBEC3A	YC-5-IFNb	9464.69
APOBEC3A	YC-5-LPS	503.6
APOBEC3A	YC-6-Basal	248.42
APOBEC3A	YC-6-IFNb	9544.08
APOBEC3A	YC-6-LPS	862.31
APOBEC3A	YC-7-Basal	861.74
APOBEC3A	YC-7-IFNb	10513.26
APOBEC3A	YC-7-LPS	1482.41
APOBEC3A	YC-8-Basal	53.69
APOBEC3A	YC-8-IFNb	7908.68
APOBEC3A	YC-8-LPS	149.29
APOBEC3A	YC-9-Basal	445.8
APOBEC3A	YC-9-IFNb	11663.63
APOBEC3A	YC-9-LPS	3022.06
APOBEC3B	AD-1-Basal	0.29
APOBEC3B	AD-1-IFNb	1.35
APOBEC3B	AD-1-LPS	0.71
APOBEC3B	AD-10-Basal	2.54
APOBEC3B	AD-10-IFNb	314.61
APOBEC3B	AD-10-LPS	21.29
APOBEC3B	AD-11-Basal	0.65
APOBEC3B	AD-11-IFNb	2.5
APOBEC3B	AD-11-LPS	0.45
APOBEC3B	AD-2-Basal	0.44
APOBEC3B	AD-2-IFNb	1.75
APOBEC3B	AD-2-LPS	0.64
APOBEC3B	AD-3-Basal	8.3
APOBEC3B	AD-3-IFNb	373.94
APOBEC3B	AD-3-LPS	22.66
APOBEC3B	AD-4-Basal	1.73
APOBEC3B	AD-4-IFNb	357.58
APOBEC3B	AD-4-LPS	7.34
APOBEC3B	AD-5-Basal	0.58
APOBEC3B	AD-5-IFNb	1.44
APOBEC3B	AD-5-LPS	1.03
APOBEC3B	AD-6-Basal	0.29
APOBEC3B	AD-6-IFNb	3.18
APOBEC3B	AD-6-LPS	0.63
APOBEC3B	AD-7-Basal	0.38
APOBEC3B	AD-7-IFNb	2.16
APOBEC3B	AD-7-LPS	1.54
APOBEC3B	AD-8-Basal	0.83
APOBEC3B	AD-8-IFNb	2.25
APOBEC3B	AD-8-LPS	1.52
APOBEC3B	AD-9-Basal	1.15
APOBEC3B	AD-9-IFNb	148.39
APOBEC3B	AD-9-LPS	14.42
APOBEC3B	Control-1-Basal	0.49
APOBEC3B	Control-1-IFNb	2
APOBEC3B	Control-1-LPS	0.32
APOBEC3B	Control-10-Basal	0.28
APOBEC3B	Control-10-IFNb	1.29
APOBEC3B	Control-10-LPS	0.2
APOBEC3B	Control-11-Basal	0.32
APOBEC3B	Control-11-IFNb	237.76
APOBEC3B	Control-11-LPS	11.7
APOBEC3B	Control-2-Basal	1.04
APOBEC3B	Control-2-IFNb	301.66
APOBEC3B	Control-2-LPS	2.66
APOBEC3B	Control-3-Basal	1.08
APOBEC3B	Control-3-IFNb	351.66
APOBEC3B	Control-3-LPS	9.34
APOBEC3B	Control-4-Basal	2.3
APOBEC3B	Control-4-IFNb	358.53
APOBEC3B	Control-4-LPS	12.27
APOBEC3B	Control-5-Basal	0.22
APOBEC3B	Control-5-IFNb	1.29
APOBEC3B	Control-5-LPS	0.68
APOBEC3B	Control-6-Basal	0.19
APOBEC3B	Control-6-IFNb	341.65
APOBEC3B	Control-6-LPS	0.42
APOBEC3B	Control-7-Basal	0.83
APOBEC3B	Control-7-IFNb	1.86
APOBEC3B	Control-7-LPS	1.38
APOBEC3B	Control-8-Basal	4.7
APOBEC3B	Control-8-IFNb	331.59
APOBEC3B	Control-8-LPS	4.8
APOBEC3B	Control-9-Basal	0.71
APOBEC3B	Control-9-IFNb	303.81
APOBEC3B	Control-9-LPS	1.41
APOBEC3B	MCI-1-Basal	0.68
APOBEC3B	MCI-1-IFNb	231.9
APOBEC3B	MCI-1-LPS	0.13
APOBEC3B	MCI-10-Basal	0.83
APOBEC3B	MCI-10-IFNb	2.5
APOBEC3B	MCI-10-LPS	1.09
APOBEC3B	MCI-11-Basal	10.52
APOBEC3B	MCI-11-IFNb	590.55
APOBEC3B	MCI-11-LPS	10.04
APOBEC3B	MCI-2-Basal	0.41
APOBEC3B	MCI-2-IFNb	2.5
APOBEC3B	MCI-2-LPS	0.74
APOBEC3B	MCI-3-Basal	11.51
APOBEC3B	MCI-3-IFNb	433.57
APOBEC3B	MCI-3-LPS	3.56
APOBEC3B	MCI-4-Basal	0.26
APOBEC3B	MCI-4-IFNb	1.98
APOBEC3B	MCI-4-LPS	0.37
APOBEC3B	MCI-5-Basal	8.98
APOBEC3B	MCI-5-IFNb	366.69
APOBEC3B	MCI-5-LPS	27.8
APOBEC3B	MCI-6-Basal	1.4
APOBEC3B	MCI-6-IFNb	1.04
APOBEC3B	MCI-6-LPS	0.8
APOBEC3B	MCI-7-Basal	3.77
APOBEC3B	MCI-7-IFNb	330.32
APOBEC3B	MCI-7-LPS	21.83
APOBEC3B	MCI-8-Basal	2.59
APOBEC3B	MCI-8-IFNb	4.11
APOBEC3B	MCI-8-LPS	0.94
APOBEC3B	MCI-9-Basal	1
APOBEC3B	MCI-9-IFNb	175.22
APOBEC3B	MCI-9-LPS	11.26
APOBEC3B	PD-1-Basal	0.41
APOBEC3B	PD-1-IFNb	192.12
APOBEC3B	PD-1-LPS	0.96
APOBEC3B	PD-10-Basal	0.2
APOBEC3B	PD-10-IFNb	2.69
APOBEC3B	PD-10-LPS	0.59
APOBEC3B	PD-11-Basal	0.63
APOBEC3B	PD-11-IFNb	332.63
APOBEC3B	PD-11-LPS	1.88
APOBEC3B	PD-2-Basal	0.64
APOBEC3B	PD-2-IFNb	3.57
APOBEC3B	PD-2-LPS	0
APOBEC3B	PD-3-Basal	0.36
APOBEC3B	PD-3-IFNb	2.34
APOBEC3B	PD-3-LPS	1.14
APOBEC3B	PD-4-Basal	0.88
APOBEC3B	PD-4-IFNb	299.47
APOBEC3B	PD-4-LPS	0.63
APOBEC3B	PD-5-Basal	1.25
APOBEC3B	PD-5-IFNb	1.69
APOBEC3B	PD-5-LPS	0.46
APOBEC3B	PD-6-Basal	0.6
APOBEC3B	PD-6-IFNb	114.33
APOBEC3B	PD-6-LPS	3.08
APOBEC3B	PD-7-Basal	0.7
APOBEC3B	PD-7-IFNb	3.15
APOBEC3B	PD-7-LPS	0.76
APOBEC3B	PD-8-Basal	7.17
APOBEC3B	PD-8-IFNb	363.45
APOBEC3B	PD-8-LPS	12.49
APOBEC3B	PD-9-Basal	1.47
APOBEC3B	PD-9-IFNb	257.84
APOBEC3B	PD-9-LPS	9.29
APOBEC3B	YC-1-Basal	0.97
APOBEC3B	YC-1-IFNb	167.93
APOBEC3B	YC-1-LPS	1.32
APOBEC3B	YC-10-Basal	1.71
APOBEC3B	YC-10-IFNb	319.69
APOBEC3B	YC-10-LPS	7.89
APOBEC3B	YC-11-Basal	0.6
APOBEC3B	YC-11-IFNb	3
APOBEC3B	YC-11-LPS	0.37
APOBEC3B	YC-2-Basal	0.33
APOBEC3B	YC-2-IFNb	3.21
APOBEC3B	YC-2-LPS	0.32
APOBEC3B	YC-3-Basal	0.83
APOBEC3B	YC-3-IFNb	1
APOBEC3B	YC-3-LPS	0.84
APOBEC3B	YC-4-Basal	1.13
APOBEC3B	YC-4-IFNb	2.44
APOBEC3B	YC-4-LPS	0.58
APOBEC3B	YC-5-Basal	11.75
APOBEC3B	YC-5-IFNb	798.08
APOBEC3B	YC-5-LPS	37.68
APOBEC3B	YC-6-Basal	0.38
APOBEC3B	YC-6-IFNb	0.98
APOBEC3B	YC-6-LPS	0.54
APOBEC3B	YC-7-Basal	1.28
APOBEC3B	YC-7-IFNb	2.11
APOBEC3B	YC-7-LPS	1.3
APOBEC3B	YC-8-Basal	1.21
APOBEC3B	YC-8-IFNb	291.29
APOBEC3B	YC-8-LPS	3.39
APOBEC3B	YC-9-Basal	0.64
APOBEC3B	YC-9-IFNb	2.69
APOBEC3B	YC-9-LPS	1.79
APOBEC3C	AD-1-Basal	99.37
APOBEC3C	AD-1-IFNb	169.25
APOBEC3C	AD-1-LPS	57.43
APOBEC3C	AD-10-Basal	62.46
APOBEC3C	AD-10-IFNb	134.83
APOBEC3C	AD-10-LPS	47.89
APOBEC3C	AD-11-Basal	69.51
APOBEC3C	AD-11-IFNb	153.19
APOBEC3C	AD-11-LPS	45.72
APOBEC3C	AD-2-Basal	54.98
APOBEC3C	AD-2-IFNb	91.94
APOBEC3C	AD-2-LPS	35.22
APOBEC3C	AD-3-Basal	82.68
APOBEC3C	AD-3-IFNb	188.19
APOBEC3C	AD-3-LPS	43.43
APOBEC3C	AD-4-Basal	49.28
APOBEC3C	AD-4-IFNb	137.79
APOBEC3C	AD-4-LPS	38.08
APOBEC3C	AD-5-Basal	72.45
APOBEC3C	AD-5-IFNb	134.04
APOBEC3C	AD-5-LPS	59.26
APOBEC3C	AD-6-Basal	77.64
APOBEC3C	AD-6-IFNb	149.01
APOBEC3C	AD-6-LPS	66.95
APOBEC3C	AD-7-Basal	61.19
APOBEC3C	AD-7-IFNb	92.84
APOBEC3C	AD-7-LPS	61.25
APOBEC3C	AD-8-Basal	67.44
APOBEC3C	AD-8-IFNb	121.69
APOBEC3C	AD-8-LPS	67.82
APOBEC3C	AD-9-Basal	70.48
APOBEC3C	AD-9-IFNb	121.07
APOBEC3C	AD-9-LPS	53.71
APOBEC3C	Control-1-Basal	81.07
APOBEC3C	Control-1-IFNb	167.27
APOBEC3C	Control-1-LPS	60.8
APOBEC3C	Control-10-Basal	69.13
APOBEC3C	Control-10-IFNb	148.77
APOBEC3C	Control-10-LPS	55.54
APOBEC3C	Control-11-Basal	52.23
APOBEC3C	Control-11-IFNb	130.39
APOBEC3C	Control-11-LPS	53.42
APOBEC3C	Control-2-Basal	66.81
APOBEC3C	Control-2-IFNb	125.66
APOBEC3C	Control-2-LPS	23.13
APOBEC3C	Control-3-Basal	62.92
APOBEC3C	Control-3-IFNb	90.29
APOBEC3C	Control-3-LPS	37.01
APOBEC3C	Control-4-Basal	68.6
APOBEC3C	Control-4-IFNb	127
APOBEC3C	Control-4-LPS	41.13
APOBEC3C	Control-5-Basal	55.28
APOBEC3C	Control-5-IFNb	90.35
APOBEC3C	Control-5-LPS	47.56
APOBEC3C	Control-6-Basal	41.47
APOBEC3C	Control-6-IFNb	123.79
APOBEC3C	Control-6-LPS	27.05
APOBEC3C	Control-7-Basal	46.77
APOBEC3C	Control-7-IFNb	134.82
APOBEC3C	Control-7-LPS	54.01
APOBEC3C	Control-8-Basal	47.77
APOBEC3C	Control-8-IFNb	109.59
APOBEC3C	Control-8-LPS	35.98
APOBEC3C	Control-9-Basal	83.29
APOBEC3C	Control-9-IFNb	149.01
APOBEC3C	Control-9-LPS	56.5
APOBEC3C	MCI-1-Basal	57.39
APOBEC3C	MCI-1-IFNb	180.16
APOBEC3C	MCI-1-LPS	36.99
APOBEC3C	MCI-10-Basal	94.58
APOBEC3C	MCI-10-IFNb	165.2
APOBEC3C	MCI-10-LPS	76.73
APOBEC3C	MCI-11-Basal	57.63
APOBEC3C	MCI-11-IFNb	166.44
APOBEC3C	MCI-11-LPS	48.25
APOBEC3C	MCI-2-Basal	61.38
APOBEC3C	MCI-2-IFNb	111.94
APOBEC3C	MCI-2-LPS	32.17
APOBEC3C	MCI-3-Basal	59.25
APOBEC3C	MCI-3-IFNb	107.99
APOBEC3C	MCI-3-LPS	37.88
APOBEC3C	MCI-4-Basal	52.95
APOBEC3C	MCI-4-IFNb	117.09
APOBEC3C	MCI-4-LPS	29.59
APOBEC3C	MCI-5-Basal	52.23
APOBEC3C	MCI-5-IFNb	88.91
APOBEC3C	MCI-5-LPS	52.57
APOBEC3C	MCI-6-Basal	59.35
APOBEC3C	MCI-6-IFNb	103.47
APOBEC3C	MCI-6-LPS	47.3
APOBEC3C	MCI-7-Basal	32.88
APOBEC3C	MCI-7-IFNb	87.51
APOBEC3C	MCI-7-LPS	32.02
APOBEC3C	MCI-8-Basal	63.4
APOBEC3C	MCI-8-IFNb	101.95
APOBEC3C	MCI-8-LPS	53.57
APOBEC3C	MCI-9-Basal	89.42
APOBEC3C	MCI-9-IFNb	156.75
APOBEC3C	MCI-9-LPS	73.28
APOBEC3C	PD-1-Basal	101.85
APOBEC3C	PD-1-IFNb	162.53
APOBEC3C	PD-1-LPS	42.42
APOBEC3C	PD-10-Basal	78.9
APOBEC3C	PD-10-IFNb	154.25
APOBEC3C	PD-10-LPS	60.98
APOBEC3C	PD-11-Basal	83.18
APOBEC3C	PD-11-IFNb	125.38
APOBEC3C	PD-11-LPS	39.13
APOBEC3C	PD-2-Basal	76.05
APOBEC3C	PD-2-IFNb	132.58
APOBEC3C	PD-2-LPS	28.19
APOBEC3C	PD-3-Basal	47.92
APOBEC3C	PD-3-IFNb	142.09
APOBEC3C	PD-3-LPS	42.65
APOBEC3C	PD-4-Basal	59.17
APOBEC3C	PD-4-IFNb	125.93
APOBEC3C	PD-4-LPS	46.46
APOBEC3C	PD-5-Basal	58.43
APOBEC3C	PD-5-IFNb	121.2
APOBEC3C	PD-5-LPS	53.32
APOBEC3C	PD-6-Basal	65.92
APOBEC3C	PD-6-IFNb	107.39
APOBEC3C	PD-6-LPS	57.04
APOBEC3C	PD-7-Basal	46.93
APOBEC3C	PD-7-IFNb	126.12
APOBEC3C	PD-7-LPS	52.53
APOBEC3C	PD-8-Basal	37.27
APOBEC3C	PD-8-IFNb	104.06
APOBEC3C	PD-8-LPS	29.8
APOBEC3C	PD-9-Basal	97
APOBEC3C	PD-9-IFNb	136.18
APOBEC3C	PD-9-LPS	56.33
APOBEC3C	YC-1-Basal	74.61
APOBEC3C	YC-1-IFNb	143.01
APOBEC3C	YC-1-LPS	63.86
APOBEC3C	YC-10-Basal	102.53
APOBEC3C	YC-10-IFNb	170.29
APOBEC3C	YC-10-LPS	39.03
APOBEC3C	YC-11-Basal	58.98
APOBEC3C	YC-11-IFNb	153.77
APOBEC3C	YC-11-LPS	43.92
APOBEC3C	YC-2-Basal	59.07
APOBEC3C	YC-2-IFNb	123.11
APOBEC3C	YC-2-LPS	24.9
APOBEC3C	YC-3-Basal	75.28
APOBEC3C	YC-3-IFNb	167.06
APOBEC3C	YC-3-LPS	44.66
APOBEC3C	YC-4-Basal	55.06
APOBEC3C	YC-4-IFNb	135.64
APOBEC3C	YC-4-LPS	45.97
APOBEC3C	YC-5-Basal	61.6
APOBEC3C	YC-5-IFNb	102.42
APOBEC3C	YC-5-LPS	39.44
APOBEC3C	YC-6-Basal	72.99
APOBEC3C	YC-6-IFNb	123.27
APOBEC3C	YC-6-LPS	61.78
APOBEC3C	YC-7-Basal	56.69
APOBEC3C	YC-7-IFNb	125.37
APOBEC3C	YC-7-LPS	64.47
APOBEC3C	YC-8-Basal	40.66
APOBEC3C	YC-8-IFNb	79.15
APOBEC3C	YC-8-LPS	37.69
APOBEC3C	YC-9-Basal	78.17
APOBEC3C	YC-9-IFNb	134.88
APOBEC3C	YC-9-LPS	56.61
APOBEC3D	AD-1-Basal	0.71
APOBEC3D	AD-1-IFNb	2.85
APOBEC3D	AD-1-LPS	0.83
APOBEC3D	AD-10-Basal	3.56
APOBEC3D	AD-10-IFNb	7.21
APOBEC3D	AD-10-LPS	2.42
APOBEC3D	AD-11-Basal	1.94
APOBEC3D	AD-11-IFNb	7.82
APOBEC3D	AD-11-LPS	0.57
APOBEC3D	AD-2-Basal	0.7
APOBEC3D	AD-2-IFNb	2.95
APOBEC3D	AD-2-LPS	3.61
APOBEC3D	AD-3-Basal	2.34
APOBEC3D	AD-3-IFNb	6.65
APOBEC3D	AD-3-LPS	2.34
APOBEC3D	AD-4-Basal	1.42
APOBEC3D	AD-4-IFNb	7.82
APOBEC3D	AD-4-LPS	3.11
APOBEC3D	AD-5-Basal	1.82
APOBEC3D	AD-5-IFNb	7.82
APOBEC3D	AD-5-LPS	1.33
APOBEC3D	AD-6-Basal	0.89
APOBEC3D	AD-6-IFNb	4.43
APOBEC3D	AD-6-LPS	6.89
APOBEC3D	AD-7-Basal	1.85
APOBEC3D	AD-7-IFNb	4.56
APOBEC3D	AD-7-LPS	2.79
APOBEC3D	AD-8-Basal	2.96
APOBEC3D	AD-8-IFNb	13.15
APOBEC3D	AD-8-LPS	6.03
APOBEC3D	AD-9-Basal	0.45
APOBEC3D	AD-9-IFNb	2.17
APOBEC3D	AD-9-LPS	0.46
APOBEC3D	Control-1-Basal	0.47
APOBEC3D	Control-1-IFNb	2.69
APOBEC3D	Control-1-LPS	2.02
APOBEC3D	Control-10-Basal	1.38
APOBEC3D	Control-10-IFNb	2.73
APOBEC3D	Control-10-LPS	2.02
APOBEC3D	Control-11-Basal	1.59
APOBEC3D	Control-11-IFNb	3.27
APOBEC3D	Control-11-LPS	2.74
APOBEC3D	Control-2-Basal	2.1
APOBEC3D	Control-2-IFNb	12.66
APOBEC3D	Control-2-LPS	1.1
APOBEC3D	Control-3-Basal	1.45
APOBEC3D	Control-3-IFNb	3.5
APOBEC3D	Control-3-LPS	4.8
APOBEC3D	Control-4-Basal	1.33
APOBEC3D	Control-4-IFNb	12.38
APOBEC3D	Control-4-LPS	2.27
APOBEC3D	Control-5-Basal	1.1
APOBEC3D	Control-5-IFNb	3.48
APOBEC3D	Control-5-LPS	1.35
APOBEC3D	Control-6-Basal	0
APOBEC3D	Control-6-IFNb	6.84
APOBEC3D	Control-6-LPS	0.18
APOBEC3D	Control-7-Basal	1.84
APOBEC3D	Control-7-IFNb	7.74
APOBEC3D	Control-7-LPS	1.82
APOBEC3D	Control-8-Basal	0.74
APOBEC3D	Control-8-IFNb	6.01
APOBEC3D	Control-8-LPS	0.81
APOBEC3D	Control-9-Basal	2.72
APOBEC3D	Control-9-IFNb	4.43
APOBEC3D	Control-9-LPS	1.22
APOBEC3D	MCI-1-Basal	0.8
APOBEC3D	MCI-1-IFNb	7.67
APOBEC3D	MCI-1-LPS	1.02
APOBEC3D	MCI-10-Basal	3.96
APOBEC3D	MCI-10-IFNb	4.24
APOBEC3D	MCI-10-LPS	3.08
APOBEC3D	MCI-11-Basal	1.38
APOBEC3D	MCI-11-IFNb	7.52
APOBEC3D	MCI-11-LPS	1.54
APOBEC3D	MCI-2-Basal	1.78
APOBEC3D	MCI-2-IFNb	4.27
APOBEC3D	MCI-2-LPS	1.93
APOBEC3D	MCI-3-Basal	1.77
APOBEC3D	MCI-3-IFNb	4.31
APOBEC3D	MCI-3-LPS	2.98
APOBEC3D	MCI-4-Basal	0.39
APOBEC3D	MCI-4-IFNb	1.55
APOBEC3D	MCI-4-LPS	0.37
APOBEC3D	MCI-5-Basal	1.52
APOBEC3D	MCI-5-IFNb	8.03
APOBEC3D	MCI-5-LPS	1.69
APOBEC3D	MCI-6-Basal	2.04
APOBEC3D	MCI-6-IFNb	4.18
APOBEC3D	MCI-6-LPS	0.74
APOBEC3D	MCI-7-Basal	1.43
APOBEC3D	MCI-7-IFNb	5.48
APOBEC3D	MCI-7-LPS	0.5
APOBEC3D	MCI-8-Basal	4.99
APOBEC3D	MCI-8-IFNb	5.6
APOBEC3D	MCI-8-LPS	1.32
APOBEC3D	MCI-9-Basal	1.59
APOBEC3D	MCI-9-IFNb	7.21
APOBEC3D	MCI-9-LPS	1.02
APOBEC3D	PD-1-Basal	0.89
APOBEC3D	PD-1-IFNb	2.88
APOBEC3D	PD-1-LPS	0.72
APOBEC3D	PD-10-Basal	1.53
APOBEC3D	PD-10-IFNb	5.68
APOBEC3D	PD-10-LPS	2.6
APOBEC3D	PD-11-Basal	0
APOBEC3D	PD-11-IFNb	5.54
APOBEC3D	PD-11-LPS	1.59
APOBEC3D	PD-2-Basal	1.1
APOBEC3D	PD-2-IFNb	3.6
APOBEC3D	PD-2-LPS	0.6
APOBEC3D	PD-3-Basal	0.59
APOBEC3D	PD-3-IFNb	3.73
APOBEC3D	PD-3-LPS	1.09
APOBEC3D	PD-4-Basal	3.99
APOBEC3D	PD-4-IFNb	7.16
APOBEC3D	PD-4-LPS	2.22
APOBEC3D	PD-5-Basal	2.98
APOBEC3D	PD-5-IFNb	6.49
APOBEC3D	PD-5-LPS	1.82
APOBEC3D	PD-6-Basal	2.97
APOBEC3D	PD-6-IFNb	4.36
APOBEC3D	PD-6-LPS	2.49
APOBEC3D	PD-7-Basal	4.1
APOBEC3D	PD-7-IFNb	4.16
APOBEC3D	PD-7-LPS	2.35
APOBEC3D	PD-8-Basal	0.46
APOBEC3D	PD-8-IFNb	8.12
APOBEC3D	PD-8-LPS	0.47
APOBEC3D	PD-9-Basal	1.33
APOBEC3D	PD-9-IFNb	6.44
APOBEC3D	PD-9-LPS	0.64
APOBEC3D	YC-1-Basal	2.24
APOBEC3D	YC-1-IFNb	5.5
APOBEC3D	YC-1-LPS	0.62
APOBEC3D	YC-10-Basal	1.15
APOBEC3D	YC-10-IFNb	2.55
APOBEC3D	YC-10-LPS	0.93
APOBEC3D	YC-11-Basal	0.55
APOBEC3D	YC-11-IFNb	8.64
APOBEC3D	YC-11-LPS	1.61
APOBEC3D	YC-2-Basal	1.11
APOBEC3D	YC-2-IFNb	10.85
APOBEC3D	YC-2-LPS	0.54
APOBEC3D	YC-3-Basal	1.18
APOBEC3D	YC-3-IFNb	5.81
APOBEC3D	YC-3-LPS	1.67
APOBEC3D	YC-4-Basal	2.57
APOBEC3D	YC-4-IFNb	4.84
APOBEC3D	YC-4-LPS	2.12
APOBEC3D	YC-5-Basal	1.52
APOBEC3D	YC-5-IFNb	7.2
APOBEC3D	YC-5-LPS	2.02
APOBEC3D	YC-6-Basal	0.58
APOBEC3D	YC-6-IFNb	4.34
APOBEC3D	YC-6-LPS	1.05
APOBEC3D	YC-7-Basal	2.34
APOBEC3D	YC-7-IFNb	5.03
APOBEC3D	YC-7-LPS	2.23
APOBEC3D	YC-8-Basal	1.3
APOBEC3D	YC-8-IFNb	3.28
APOBEC3D	YC-8-LPS	0.41
APOBEC3D	YC-9-Basal	1.53
APOBEC3D	YC-9-IFNb	1.54
APOBEC3D	YC-9-LPS	0.93
APOBEC3F	AD-1-Basal	3.08
APOBEC3F	AD-1-IFNb	39.82
APOBEC3F	AD-1-LPS	1.83
APOBEC3F	AD-10-Basal	8.21
APOBEC3F	AD-10-IFNb	29.67
APOBEC3F	AD-10-LPS	13.14
APOBEC3F	AD-11-Basal	2.82
APOBEC3F	AD-11-IFNb	30.26
APOBEC3F	AD-11-LPS	10.32
APOBEC3F	AD-2-Basal	5.7
APOBEC3F	AD-2-IFNb	29.25
APOBEC3F	AD-2-LPS	9.1
APOBEC3F	AD-3-Basal	4.29
APOBEC3F	AD-3-IFNb	22.67
APOBEC3F	AD-3-LPS	10.61
APOBEC3F	AD-4-Basal	4.19
APOBEC3F	AD-4-IFNb	41.12
APOBEC3F	AD-4-LPS	4.94
APOBEC3F	AD-5-Basal	7.24
APOBEC3F	AD-5-IFNb	38.25
APOBEC3F	AD-5-LPS	5.72
APOBEC3F	AD-6-Basal	5.95
APOBEC3F	AD-6-IFNb	30.53
APOBEC3F	AD-6-LPS	9.79
APOBEC3F	AD-7-Basal	7.61
APOBEC3F	AD-7-IFNb	29.53
APOBEC3F	AD-7-LPS	17.57
APOBEC3F	AD-8-Basal	11.73
APOBEC3F	AD-8-IFNb	39.56
APOBEC3F	AD-8-LPS	18.91
APOBEC3F	AD-9-Basal	1.89
APOBEC3F	AD-9-IFNb	27.44
APOBEC3F	AD-9-LPS	11.11
APOBEC3F	Control-1-Basal	6.9
APOBEC3F	Control-1-IFNb	34.26
APOBEC3F	Control-1-LPS	7.05
APOBEC3F	Control-10-Basal	5.73
APOBEC3F	Control-10-IFNb	26.64
APOBEC3F	Control-10-LPS	7.04
APOBEC3F	Control-11-Basal	0.74
APOBEC3F	Control-11-IFNb	18.49
APOBEC3F	Control-11-LPS	2.71
APOBEC3F	Control-2-Basal	3.64
APOBEC3F	Control-2-IFNb	28.68
APOBEC3F	Control-2-LPS	4.55
APOBEC3F	Control-3-Basal	3.65
APOBEC3F	Control-3-IFNb	34.11
APOBEC3F	Control-3-LPS	6.05
APOBEC3F	Control-4-Basal	3.86
APOBEC3F	Control-4-IFNb	30.52
APOBEC3F	Control-4-LPS	6.91
APOBEC3F	Control-5-Basal	11.65
APOBEC3F	Control-5-IFNb	34.03
APOBEC3F	Control-5-LPS	17.43
APOBEC3F	Control-6-Basal	2.78
APOBEC3F	Control-6-IFNb	35.96
APOBEC3F	Control-6-LPS	6.55
APOBEC3F	Control-7-Basal	4.37
APOBEC3F	Control-7-IFNb	31.81
APOBEC3F	Control-7-LPS	16.58
APOBEC3F	Control-8-Basal	5.78
APOBEC3F	Control-8-IFNb	33.79
APOBEC3F	Control-8-LPS	4.71
APOBEC3F	Control-9-Basal	4.96
APOBEC3F	Control-9-IFNb	44.3
APOBEC3F	Control-9-LPS	9.76
APOBEC3F	MCI-1-Basal	4.12
APOBEC3F	MCI-1-IFNb	40.7
APOBEC3F	MCI-1-LPS	7.78
APOBEC3F	MCI-10-Basal	6.68
APOBEC3F	MCI-10-IFNb	36.91
APOBEC3F	MCI-10-LPS	11.42
APOBEC3F	MCI-11-Basal	7.32
APOBEC3F	MCI-11-IFNb	41.1
APOBEC3F	MCI-11-LPS	9.46
APOBEC3F	MCI-2-Basal	3.66
APOBEC3F	MCI-2-IFNb	43.48
APOBEC3F	MCI-2-LPS	6.48
APOBEC3F	MCI-3-Basal	7.24
APOBEC3F	MCI-3-IFNb	36.81
APOBEC3F	MCI-3-LPS	3.36
APOBEC3F	MCI-4-Basal	4.84
APOBEC3F	MCI-4-IFNb	31.5
APOBEC3F	MCI-4-LPS	5.15
APOBEC3F	MCI-5-Basal	3.79
